defendant_id,actual,pvalue
38919,guilty,0.027906119458507014
29653,innocent,0.2655546813430821
30812,innocent,0.835910419105998
25832,innocent,0.08954721449850256
20897,innocent,0.9032973784443
35463,innocent,0.5046141432569586
36852,guilty,0.021141180632528518
38239,guilty,0.030245817084265804
36410,innocent,0.6783268696379591
25563,guilty,0.04041318443564508
37710,guilty,0.015188121085907919
30166,guilty,0.04681040432261059
28997,innocent,0.4516536730805924
38571,innocent,0.8231272366627009
31744,innocent,0.14919141599974034
33787,innocent,0.1522233000125793
25772,guilty,0.022861870778614554
39620,innocent,0.15502707566517163
39116,innocent,0.273646141814565
20286,innocent,0.8770904949098306
31503,guilty,0.002602971133660742
28264,innocent,0.6457328856537972
26937,guilty,0.0019184904530532287
33903,innocent,0.14278981143031913
37985,innocent,0.6717257436402304
27754,guilty,0.042954087862711404
39806,innocent,0.4252409916207539
22784,innocent,0.8462537776751938
38695,innocent,0.5449869328363264
29867,innocent,0.6378746539793259
21130,innocent,0.5083709249418064
22704,guilty,0.025916699075225053
24874,guilty,0.24904217538385692
27854,guilty,0.0185578107539365
27413,guilty,0.00385984378560853
27859,innocent,0.2407814907904748
24494,guilty,0.033232569536975065
28248,innocent,0.9284918482592036
21274,guilty,0.046059086018073805
29558,innocent,0.7485831721745981
33567,innocent,0.41311135157184986
31099,guilty,0.0036577069469227287
29592,innocent,0.41955096242032375
33047,guilty,0.03138222375628761
38753,innocent,0.06359250063174261
33602,innocent,0.5692719043957434
38651,innocent,0.3338809566228304
26957,innocent,0.8828084871077083
28100,guilty,0.02729437366805898
24517,innocent,0.3065477774188246
25804,guilty,0.02464323912061694
22074,innocent,0.2827484704433885
33976,guilty,0.03648737722649354
31664,guilty,0.03506248678506028
35343,innocent,0.9445201477059525
32191,innocent,0.263095486704861
29895,guilty,0.04477525294813001
34402,innocent,0.610969389766569
33199,innocent,0.6324236238213969
35960,innocent,0.6636046333067527
34704,innocent,0.7275805420624967
22138,innocent,0.8363021625032652
32432,innocent,0.89758384573881
35191,innocent,0.968875620293917
29708,guilty,0.04916366437519804
32936,innocent,0.6127427476470176
30260,guilty,0.04199160287993775
32896,guilty,0.042396319678202496
27526,innocent,0.28307201200736554
28397,guilty,0.001161588244240408
22552,guilty,0.004638129529094154
31754,guilty,0.00900266763180867
39752,innocent,0.27234131470481376
37495,guilty,0.030839526076321167
23025,innocent,0.07942954918893841
34644,innocent,0.2417293259267808
21546,innocent,0.1878886561482812
25480,guilty,0.03981493013343185
29890,innocent,0.2999055795058026
26703,innocent,0.6134562354211944
30141,innocent,0.22611626856780578
29694,innocent,0.22314352068209067
34495,guilty,0.02234746053805538
25759,guilty,0.02202914200455778
30728,guilty,0.02735775133431541
28000,guilty,0.03136756845652591
21017,guilty,0.36471129935451796
28675,guilty,0.03891273788514603
37395,innocent,0.21199434411032597
34948,innocent,0.10255538842891035
31046,innocent,0.07234793118289823
22390,innocent,0.46284497490145654
33096,innocent,0.5237659414507067
20678,guilty,0.038469287696506455
21419,guilty,0.02813059127612204
34431,guilty,0.037456241085165654
22613,guilty,0.04232935326978747
33409,guilty,0.03601480136793145
27096,innocent,0.5369635466798796
39910,guilty,0.0035013264197631677
26009,innocent,0.8978513078662738
28551,innocent,0.3058940470287525
32507,guilty,0.02918134352462114
33586,guilty,0.011051080491464122
20408,guilty,0.038956354681873556
35304,guilty,0.019187311159231963
20750,guilty,0.024934848507221993
29024,guilty,0.004325278021063495
24810,guilty,0.01123426241857608
24177,guilty,0.018890393207311375
33129,guilty,0.0337733167748489
26798,guilty,0.04600400286620232
35802,innocent,0.9273755486527747
20320,guilty,0.015774506218340516
34487,innocent,0.6807964391129433
37421,innocent,0.339713856330832
35869,guilty,0.010804892573358389
23491,guilty,0.016003770872619495
33685,guilty,0.04189488466719445
20134,guilty,0.04169606769838608
22523,innocent,0.45350113765098415
30238,guilty,0.008713196176257699
33728,innocent,0.7441615738770251
33538,innocent,0.7203650719295298
39895,guilty,0.040313989874782796
20957,guilty,0.0271999337259637
27147,guilty,0.011255716100638658
21878,guilty,0.041591084574075114
28761,guilty,0.011592351214771875
38540,guilty,0.019120065447455536
33605,innocent,0.9113166398581874
21639,guilty,0.01624247981702285
33389,guilty,0.04847468982752803
23330,guilty,0.016108245162081616
31219,guilty,0.03523616234600573
23058,innocent,0.13828258940414553
30028,guilty,0.006767580519899674
21569,innocent,0.8627263297215105
22892,guilty,0.050960349313634225
29911,guilty,0.02143116153998891
31892,innocent,0.2721891783586434
20441,guilty,0.008715237459616748
20770,guilty,0.014922946517753118
31694,guilty,0.02026815867541519
20067,innocent,0.5363271749508551
34235,innocent,0.8760080057415256
31240,guilty,0.011853276458679746
21133,guilty,0.046483536751142765
26236,innocent,0.1274414435823136
30512,guilty,0.0197817557865494
24849,guilty,0.042749048416918234
28969,guilty,0.04978590209927225
29755,innocent,0.120933410271307
20688,guilty,0.03579638373971641
35087,innocent,0.7045952951633908
25939,guilty,0.04855327309850829
20445,innocent,0.7822033203701654
38465,guilty,0.024988907546037994
36048,innocent,0.43144656660820624
26032,guilty,0.0019113980800707032
35358,guilty,0.24331999875702215
35618,guilty,0.02341089508641261
31427,innocent,0.9353801907203444
20078,guilty,0.005523715464900953
27227,innocent,0.6817778348474052
38929,guilty,0.024133210515793903
25610,guilty,0.0335064042310805
35616,guilty,0.004890453506786458
29106,innocent,0.9172020420422423
27552,innocent,0.5008146305636827
26963,innocent,0.1994873429671413
27330,innocent,0.48715133817628486
24557,innocent,0.09653339547666122
33262,guilty,0.048655318577066196
30705,innocent,0.1258413193013981
20566,innocent,0.7286246434540417
35958,guilty,0.0014350552912359871
27897,guilty,0.020141285356133944
39480,guilty,0.03595084712383026
22918,guilty,0.01856117343159828
34836,guilty,0.022847486274287055
32844,innocent,0.3925716830022139
25343,guilty,0.044129779128909016
36698,innocent,0.8810174563202962
29891,innocent,0.727921066306638
21826,innocent,0.8329663294728639
38667,guilty,0.0005620939253569324
21961,guilty,0.004328514482522805
23735,guilty,0.0009410464635967952
31170,innocent,0.8780185501555814
38767,guilty,0.001488208531718588
31589,innocent,0.19081848953611383
32377,guilty,0.030213862292137905
24489,guilty,0.010522098257006986
27230,guilty,0.03930354541712341
36909,innocent,0.3256847344226905
31371,guilty,0.015519516890816293
32916,guilty,0.00715434103302513
39666,guilty,0.01291100150138646
32344,innocent,0.47948826067012557
37673,innocent,0.9661885126948149
36382,guilty,0.04157505742633144
35800,guilty,0.1476195445171436
23688,guilty,0.04071209071142151
32713,guilty,0.04886955963322975
29894,guilty,0.03036396307874107
33871,guilty,0.04291192711046768
30672,guilty,0.000656467950725631
22997,innocent,0.9742550245961736
28404,innocent,0.8614539625394309
21488,guilty,0.01834656266492949
27183,guilty,0.17409019304901124
30720,guilty,0.03333137805815054
37089,innocent,0.6070892545316694
28033,innocent,0.371374832658794
23317,guilty,0.367463335489446
25568,guilty,0.044821929268319814
25207,innocent,0.822691216206618
22423,innocent,0.7590950815360239
36069,innocent,0.7774660151844542
31094,innocent,0.5653030154880941
34216,innocent,0.7781427421728421
30275,innocent,0.2526395590272474
35077,guilty,0.0075818955669868515
25070,guilty,0.04654213118868752
29926,innocent,0.8297033272844283
36660,innocent,0.2115766898702089
28651,guilty,0.007053721793112433
23320,guilty,0.0044079174627921
34999,guilty,0.017617286138131905
25889,guilty,0.02036843392497298
28599,guilty,0.03515736134340733
25307,guilty,0.04934114004405505
34354,innocent,0.5798793756160302
21902,guilty,0.012205615477886962
22345,guilty,0.041415412289647104
29859,innocent,0.416057072863516
38140,innocent,0.6795697064407743
34566,guilty,0.028815769120301468
31138,guilty,0.04435559755007455
39030,innocent,0.24102839096758255
37614,innocent,0.47847505541700003
38504,guilty,0.014217456229293863
29904,innocent,0.24693307850739277
34695,innocent,0.6312457493727314
37650,guilty,0.1529670538010199
33355,innocent,0.42171027043919407
39519,innocent,0.632438956779222
28302,innocent,0.7645325602266516
39405,innocent,0.6682494121102268
36063,guilty,0.04329805349054465
30090,guilty,0.031272874566523855
22360,guilty,0.012592632300572011
31267,innocent,0.6658554033461611
38135,guilty,0.04673134369177345
26922,guilty,0.03291540160418115
30748,innocent,0.38335633786947776
24972,innocent,0.30576748667854364
26355,innocent,0.741634319981625
30264,guilty,0.032160985560099435
24140,innocent,0.6358899311111491
39539,innocent,0.10615085895963966
24229,guilty,0.04822697238580283
29659,guilty,0.012485713084375094
31442,guilty,0.24433277020208247
23113,guilty,0.009153875406726837
27848,guilty,0.1925362331311852
39899,guilty,0.021276674903367473
20578,guilty,0.024416026601006
27294,guilty,0.011261733874837355
38431,guilty,0.0416669011704697
29444,innocent,0.3022264639520831
36271,innocent,0.5660182083846091
29580,guilty,0.029408666369995392
38784,innocent,0.7687266238135262
23997,guilty,0.012372441719468986
29614,innocent,0.886439080627419
35195,guilty,0.033144123407389335
29124,guilty,0.003928035263293306
34345,guilty,0.03794571433331306
29990,innocent,0.8087941375700064
38188,guilty,0.030847955166406038
39242,innocent,0.9178174538362264
34367,guilty,0.014313303916772142
25137,guilty,0.009265722508826136
39123,guilty,0.25121009508650366
32671,guilty,0.00806703488370379
33624,guilty,0.013305597299597988
23550,guilty,0.04435850727559255
25377,guilty,0.02551565932705749
24930,innocent,0.5563154723266286
37860,guilty,0.014089177257722303
20217,guilty,0.050612455137296064
32033,guilty,0.025142719830755767
35644,guilty,0.002547487075648414
39633,guilty,0.04115400306566049
35895,guilty,0.04484624383566026
30364,guilty,0.00526926217924133
31741,innocent,0.7653018230924622
35489,guilty,0.016342722126263847
30465,guilty,0.016974103548798098
30706,guilty,0.00017610568034757135
21752,guilty,0.008176422815234485
34659,innocent,0.3212443369184785
30169,guilty,0.027734311702192923
24927,guilty,0.008713474437409469
36812,guilty,0.022910127296315058
30492,guilty,0.022201256445308112
25398,innocent,0.7121442453733413
23584,innocent,0.21479157670246746
21281,guilty,0.03862483483505681
25404,guilty,0.008058100816395781
34285,guilty,0.011390073773550613
24294,guilty,0.02924171930688803
32684,innocent,0.08007002384390853
22133,guilty,0.024008824797029107
22702,guilty,0.014611262887046467
24283,innocent,0.2268698925275256
37172,innocent,0.6071532861424755
30306,innocent,0.19707528758770723
30696,guilty,0.03313279186457895
21779,guilty,0.0027476109526045622
25284,guilty,0.016630320844042087
39370,innocent,0.6269387885251402
24521,innocent,0.426788121536745
23543,guilty,0.0044040181957916485
32467,guilty,0.04593633348143948
26871,guilty,0.040319919181857185
24357,guilty,0.0006624791312330958
25493,guilty,0.030395824026755558
38923,guilty,0.011906412872114153
26594,innocent,0.6720684408450234
34648,guilty,0.023327507031097556
24390,innocent,0.9639571300743531
23354,innocent,0.542909247285453
27391,innocent,0.9036978172774925
24064,guilty,0.0015135757104014326
22729,innocent,0.5277663258308185
30629,guilty,0.014940040630047204
28291,innocent,0.44958944896223113
37837,innocent,0.0650197885690668
38128,guilty,0.049540669819044446
33207,innocent,0.7716603518301429
34986,innocent,0.5850412107006542
20889,guilty,0.3885139010920819
27002,guilty,0.00021465826948727785
39994,innocent,0.8331966350282147
38349,innocent,0.1913913893368847
21423,guilty,0.0020236997636343956
37063,innocent,0.3520925107006637
29785,innocent,0.2982028414608312
34109,guilty,0.03512134295272396
25879,guilty,0.01595474112264222
36599,innocent,0.20149886036548623
22016,innocent,0.29263846530633614
27826,innocent,0.5636725856788818
38466,innocent,0.4428115299653337
24584,innocent,0.46507702392440337
23516,guilty,0.04144941019546064
30929,guilty,0.01744231115438844
30716,guilty,0.036639032593669615
32264,innocent,0.8068094878329827
37383,innocent,0.4159241819729301
20315,innocent,0.25330235387195915
23305,innocent,0.5761647642248544
36230,guilty,0.02704770342408508
21067,guilty,0.0412802853163309
27163,guilty,0.0272403408465188
22915,guilty,0.02688492170970956
26396,innocent,0.18527478458359717
20230,guilty,0.02056302594683121
25779,innocent,0.7495788964585504
33276,innocent,0.6965910563434937
20612,guilty,0.027018456830772416
39022,guilty,0.044358358860740854
35072,innocent,0.25181881944016254
34639,innocent,0.6585394301692432
26974,guilty,0.046771028770207605
35256,guilty,0.0465842630808702
22603,innocent,0.8768030325328355
20031,innocent,0.5307825600035797
32004,guilty,0.021574693678839293
29977,guilty,0.017016304755190722
34551,guilty,0.03641672645672852
31535,guilty,0.04222143029399791
36528,guilty,0.005722946896577702
29450,guilty,0.05916310113986108
35940,guilty,0.04446417647130907
37077,innocent,0.6453943005705155
39952,guilty,0.012937893459293914
28576,guilty,0.045947823763419104
35153,innocent,0.48545214280975957
38000,innocent,0.45793084935243744
38623,innocent,0.10261039576146166
33384,guilty,0.021688138643028106
26126,guilty,0.007495500916957221
27858,innocent,0.2607582228439512
34787,innocent,0.9567184109119341
21654,guilty,0.002508239039153976
36646,guilty,0.027357272136428065
31603,innocent,0.9851048286790354
29748,innocent,0.669007532247521
30797,innocent,0.29498676396198253
34444,innocent,0.8517435291570714
25271,innocent,0.07267315241498633
28014,innocent,0.2619240716038145
28260,innocent,0.2547832358362879
26680,innocent,0.6173487844464116
39096,innocent,0.48545277134087533
31039,innocent,0.29413124418095393
20001,guilty,0.003427635372729521
25194,innocent,0.7558670917940978
26651,guilty,0.014788425349475588
23707,guilty,0.02663740844827042
23211,guilty,0.006430622610224196
29190,guilty,0.0721247881288858
34563,innocent,0.5272827437395482
24685,guilty,0.03468147485296085
28807,innocent,0.5836151634988036
28467,innocent,0.7748886153652077
37759,guilty,0.0049238290679601785
28472,guilty,0.018436471385522207
20016,guilty,0.03880709240278477
24133,guilty,0.004106579052548693
37138,innocent,0.5791742299817751
33757,guilty,0.027244288403268774
33775,guilty,0.041705854465833705
28269,innocent,0.7102364429574036
25052,innocent,0.2758807081363156
21083,guilty,0.04660039416425605
28616,innocent,0.9140038480149378
37807,innocent,0.5027122174082443
30210,innocent,0.30145514434835075
38731,guilty,0.0182752315640293
32426,guilty,0.03380431696888394
23739,innocent,0.9668138193008424
38314,innocent,0.3057002691130995
35624,innocent,0.8022657530695787
25267,guilty,0.038971296300542094
34007,guilty,0.03698319061413128
38979,guilty,0.04361884704169952
39258,guilty,0.0003294988678134436
35458,innocent,0.15380806760417737
28662,innocent,0.6928354399935877
33879,guilty,0.03869273092248262
36512,innocent,0.6526906474291326
21963,innocent,0.2696910223866386
34921,guilty,0.0304595988504276
34746,guilty,0.045666099085233315
22723,innocent,0.34831851650442325
34678,guilty,0.03435582369115356
37868,innocent,0.7912020315994603
35747,guilty,0.0433935070851387
33033,guilty,0.04230845790696812
24325,guilty,0.0432709694690619
39495,guilty,0.046298604340767206
25072,innocent,0.7689375930996363
22898,guilty,0.3644815545262703
22812,innocent,0.16313258734194253
36681,guilty,0.0018503036350514868
23844,innocent,0.35431422252721556
24313,guilty,0.02254245733533093
38033,innocent,0.7511542591063829
32295,guilty,0.03144752756249141
25827,guilty,0.0323901053190896
27945,guilty,0.003786479413289512
38310,guilty,0.003876609419053051
32682,guilty,0.014482715778771077
39546,guilty,0.01217589201165647
39236,guilty,0.0083177407658166
21185,innocent,0.20745596685095855
31230,guilty,0.10489768744422226
28724,guilty,0.00773889705578828
32988,guilty,0.02313638023343649
34166,guilty,0.015921826078169842
26326,innocent,0.3361355228202243
28109,innocent,0.19628108604825983
27761,innocent,0.6847320065009911
33956,guilty,0.003030040564883574
24023,guilty,0.04648496617385456
20638,guilty,0.04933514988326484
35396,innocent,0.07914308109598424
37327,guilty,0.010184625789166336
36461,innocent,0.31215768285380413
30541,innocent,0.6428553642968545
35560,guilty,0.0006570351378618945
26883,guilty,0.002949326289903093
38440,innocent,0.23158872899692673
27636,innocent,0.7012161811622889
20267,innocent,0.991189483559076
35967,innocent,0.2357787116545617
22188,innocent,0.4452103471617887
33589,innocent,0.3696711306269158
38070,innocent,0.5038558551752782
30918,guilty,0.007504358877915524
32328,innocent,0.4143402960122136
26978,innocent,0.3449131442880426
26524,innocent,0.7623117351492102
34469,guilty,0.029754684603523374
27501,guilty,0.026384221633115434
31198,innocent,0.06755926665733829
29303,guilty,0.0307129365952593
25535,guilty,0.0401702262464236
39989,guilty,0.02977539986271709
36977,innocent,0.7012087216682722
27901,innocent,0.5891136672072812
38311,innocent,0.8301416106875162
39164,guilty,0.0036695457425080127
26338,guilty,0.0036329597958097482
35365,innocent,0.5978470453688763
22696,guilty,0.015751561086205013
35774,guilty,0.0499030335071792
23747,guilty,0.005416383967481975
30753,guilty,0.016990351118315716
21650,innocent,0.9992144361979813
27237,guilty,0.04863188749982754
30840,innocent,0.10867777559311939
27965,innocent,0.744446336486208
27143,innocent,0.05243941831419427
33596,innocent,0.8318395516993752
28905,guilty,0.09187185336662526
27674,guilty,0.03493391382011582
33104,innocent,0.4884605763550741
32406,guilty,0.017903992453037382
29678,guilty,0.04337361741267524
38256,guilty,0.04502570108040053
25891,guilty,0.0030694335384776616
21539,guilty,0.03921285654121162
26873,innocent,0.5117831419394011
32469,guilty,0.017668349729874556
22475,guilty,0.04160724248477683
22824,innocent,0.9171217102411506
27775,innocent,0.4760523228911604
36094,guilty,0.03240900690270713
35300,innocent,0.7306318180017319
30989,guilty,0.23873306755374035
27210,innocent,0.9408438553994024
35508,guilty,0.047588077281561864
33105,innocent,0.45258194690379605
37892,guilty,0.015370857304132396
26837,guilty,0.009104281841676854
20877,innocent,0.8870823939525271
33695,guilty,0.03303751660823722
20013,innocent,0.3729495061502752
34753,innocent,0.800806946181527
34669,guilty,0.20067719410472887
29457,innocent,0.6817514378937969
35754,innocent,0.5617819709729386
26139,guilty,0.001576158254267157
21414,guilty,0.041597391930114413
30968,innocent,0.4587634337793668
31168,guilty,0.014362575844345117
25499,innocent,0.103852265751745
36831,innocent,0.8878505743460745
26792,innocent,0.7787371840964502
20866,guilty,0.005612298251675186
33676,innocent,0.8127566931509145
38299,innocent,0.15116613606088294
39230,innocent,0.33460010609603047
21621,innocent,0.2246159564012464
22459,guilty,0.04850488270343853
33117,innocent,0.5389177910672006
35252,guilty,0.01676702905488242
20471,guilty,0.2652669113095738
27395,innocent,0.4434903024900992
39748,innocent,0.9998287141647244
31147,innocent,0.8131618144104891
31516,innocent,0.6682891464325537
24710,guilty,0.05122819051944199
30802,guilty,0.029637385034128556
25755,guilty,0.024143602222921508
20797,innocent,0.18883955969107238
26856,guilty,0.0012503127939174352
20211,guilty,0.003626539442885091
37751,guilty,0.2396321702871238
34061,innocent,0.9714226944943279
32834,innocent,0.8725413576049853
39939,innocent,0.06561456132850639
29104,guilty,0.038371351016945936
38680,innocent,0.3338279517781347
26507,innocent,0.9932568768076326
29521,innocent,0.8315221974158586
39262,innocent,0.9965337294967784
35785,innocent,0.8652468933295028
24618,innocent,0.4216318868360955
36731,innocent,0.8724330315625018
21988,guilty,0.13198961696061032
36220,guilty,0.020406337815811346
24652,guilty,0.040897721813560016
26306,guilty,0.03713755906818625
36349,guilty,0.042302993295685175
23933,guilty,0.031075477617964576
22963,guilty,0.31513855422944487
37956,innocent,0.7527136662755495
34599,innocent,0.6428138657949808
33487,innocent,0.1506465468542703
29976,guilty,0.04863506291897975
29719,innocent,0.33968718219409116
20585,guilty,0.043320189758178584
23483,innocent,0.45313915271075694
28677,innocent,0.41478843314003183
27097,guilty,0.023099759048557586
24623,innocent,0.6294614314067989
28938,innocent,0.292925150302638
34910,guilty,0.36313620368403166
39901,guilty,0.0059855585940928714
36025,guilty,0.010032728775886318
30339,guilty,0.028019934173936608
27087,guilty,0.03976453667321757
39827,guilty,0.008688315805480878
33520,innocent,0.42578691668268787
37001,guilty,0.010219092391084534
28040,innocent,0.5469791897742751
38449,guilty,0.003624465550663886
36647,guilty,0.04739235435884981
24227,innocent,0.437953288235063
33664,guilty,0.02213965378418228
34552,guilty,0.030874289776534433
32954,innocent,0.9295664811376745
26732,guilty,0.047204915766358636
28394,guilty,0.006602373305908166
31611,guilty,0.00481450346322978
23682,guilty,0.0480354139808315
32597,guilty,0.005860338515807984
26525,innocent,0.9239197000465686
26020,guilty,0.020890611190103766
34124,innocent,0.9998711386999932
38361,innocent,0.24899702856600678
38473,innocent,0.7613129360827552
20553,guilty,0.03464246302311312
33073,guilty,0.025886284394723083
31672,innocent,0.1687291373876447
31878,guilty,0.013515859956094174
38153,innocent,0.8027957496444988
27249,innocent,0.9440642267170412
34844,guilty,0.04033725479971642
28156,innocent,0.4305590398593391
34185,guilty,0.035477305839832454
39007,innocent,0.7886959521474938
24704,guilty,0.030961583160645314
33557,innocent,0.8595220346609657
39567,guilty,0.03679807290432257
27044,innocent,0.4290669648893554
32165,innocent,0.5998819538037905
39695,guilty,0.012569122513580656
23281,guilty,0.03435429372711101
22622,innocent,0.6623266591160948
39093,innocent,0.16972595061374707
25359,guilty,0.00884908767174143
20096,innocent,0.30792026375499104
35864,innocent,0.8757103301884925
33531,innocent,0.47822741205130526
35413,innocent,0.24499302274724594
36880,innocent,0.6151685983154214
34579,innocent,0.5633893743136262
23218,guilty,0.02108029991576049
22077,innocent,0.5773876684744204
28346,guilty,0.0488251604165954
39279,innocent,0.251846307851935
32525,guilty,0.00302100066375105
24301,guilty,0.013099400115820581
35592,innocent,0.6956911756109969
29180,guilty,0.03172660957846016
29216,guilty,0.013331775485852144
25593,guilty,0.048304571564100715
39998,guilty,0.02785833402958935
