parachute_id,actual,predicted
5454,opens,opens
6493,opens,opens
3580,opens,opens
7824,opens,opens
1671,opens,opens
1949,opens,opens
7294,opens,opens
3116,opens,opens
7506,opens,opens
1239,opens,opens
7868,opens,opens
7853,opens,opens
4050,opens,opens
5110,opens,opens
2338,opens,opens
3216,opens,opens
2790,opens,opens
7606,opens,opens
7317,opens,opens
8969,opens,opens
3933,opens,opens
1167,opens,opens
3051,opens,opens
5578,opens,opens
7184,opens,opens
1903,opens,opens
6063,opens,opens
8949,opens,opens
6304,opens,opens
3768,opens,opens
3474,opens,opens
8000,opens,opens
1741,opens,opens
4311,opens,opens
6693,opens,opens
1342,opens,opens
4499,opens,opens
8111,opens,opens
6274,opens,opens
6087,opens,opens
2392,opens,opens
4253,opens,opens
6292,opens,opens
6800,opens,opens
1951,opens,opens
5463,opens,opens
6568,opens,opens
5481,opens,opens
8761,opens,opens
3949,opens,opens
7353,opens,opens
3696,opens,opens
1105,opens,opens
3114,opens,opens
5732,opens,opens
3220,opens,opens
4127,opens,opens
5557,opens,opens
1830,opens,opens
3296,opens,opens
5909,opens,opens
7937,opens,opens
7855,opens,opens
4899,opens,opens
8554,opens,opens
7764,opens,opens
8955,opens,opens
6691,opens,opens
1011,opens,opens
7186,opens,opens
8426,opens,opens
4724,opens,opens
7389,opens,opens
1008,opens,opens
8536,opens,opens
7687,opens,opens
1907,opens,opens
1523,opens,opens
7756,opens,opens
3233,opens,opens
6398,opens,opens
6185,opens,opens
4747,opens,opens
6100,opens,opens
8597,opens,opens
1442,opens,opens
7916,opens,opens
4199,opens,opens
3119,opens,opens
5561,opens,opens
8525,opens,opens
3256,opens,opens
4390,opens,opens
5212,opens,opens
4624,opens,opens
3520,opens,fails
8553,opens,opens
7664,opens,opens
2464,opens,opens
5665,opens,opens
6429,opens,opens
1441,fails,fails
4353,opens,opens
1454,opens,opens
4013,opens,opens
2624,opens,opens
5052,opens,opens
1966,opens,opens
3859,opens,opens
6794,opens,opens
2864,opens,opens
3122,opens,opens
8305,opens,opens
2411,opens,opens
5144,opens,opens
3081,opens,opens
4934,opens,opens
5920,opens,opens
4767,opens,opens
5179,opens,opens
1194,opens,opens
2044,opens,opens
4961,opens,opens
3322,opens,opens
3300,opens,fails
2258,opens,opens
2462,opens,opens
7977,opens,opens
7740,opens,opens
4965,opens,opens
5349,opens,opens
2448,opens,opens
2081,opens,opens
6708,opens,opens
8988,opens,opens
6303,opens,opens
8531,opens,opens
7024,opens,opens
1841,opens,opens
6725,opens,opens
4692,opens,opens
1953,opens,opens
6187,opens,opens
3954,opens,opens
8711,opens,opens
6879,opens,opens
6212,opens,opens
1142,opens,opens
5158,opens,opens
2116,opens,opens
3973,opens,opens
4404,opens,opens
3564,opens,opens
2729,opens,opens
5070,opens,opens
6829,opens,opens
7053,opens,opens
7123,opens,opens
2104,opens,opens
5025,opens,opens
8834,opens,opens
4148,opens,opens
7714,opens,opens
3395,opens,opens
1447,opens,opens
5718,opens,opens
3132,opens,opens
3198,opens,opens
8146,opens,fails
7861,opens,opens
1892,opens,opens
4385,opens,opens
1684,opens,opens
3177,opens,opens
7258,opens,opens
4313,opens,opens
5522,opens,fails
7185,opens,opens
1410,opens,opens
2069,opens,opens
1322,opens,opens
1779,opens,opens
4986,opens,opens
4251,opens,opens
4371,opens,opens
4252,opens,opens
5162,opens,opens
1529,opens,opens
6688,opens,opens
2792,opens,opens
7114,opens,opens
2445,opens,opens
2973,opens,opens
8183,opens,opens
5008,opens,opens
5280,opens,opens
2091,opens,opens
3840,opens,opens
3308,opens,opens
8095,opens,opens
2319,opens,opens
5401,opens,fails
4520,opens,opens
6833,opens,opens
8609,opens,opens
7933,opens,opens
6430,opens,opens
6562,opens,opens
6173,opens,fails
8635,opens,opens
5648,opens,opens
4389,opens,opens
8903,opens,fails
2403,opens,opens
3804,opens,opens
4863,opens,opens
5861,opens,opens
6447,opens,opens
7221,opens,opens
6763,opens,opens
3548,opens,opens
1306,opens,opens
1298,opens,opens
2262,opens,opens
3597,opens,opens
2400,opens,opens
8820,opens,opens
3782,opens,opens
2741,opens,opens
6134,opens,opens
5412,opens,opens
3997,opens,opens
7244,opens,opens
7394,opens,opens
3464,opens,opens
7884,opens,opens
8516,opens,opens
2972,opens,opens
5573,opens,opens
3192,opens,fails
4812,opens,opens
4596,opens,opens
5895,opens,opens
1158,opens,opens
5267,opens,opens
2970,opens,opens
5277,opens,opens
8134,opens,fails
3339,opens,opens
6919,opens,opens
7161,opens,opens
5530,opens,opens
6712,opens,opens
7253,opens,opens
2951,opens,opens
5327,opens,opens
6718,opens,opens
2211,opens,opens
8530,opens,opens
5490,opens,opens
7011,opens,opens
8190,opens,opens
4365,opens,opens
1962,opens,opens
3446,opens,opens
3727,opens,opens
1831,opens,opens
5791,opens,opens
5400,opens,opens
1450,opens,opens
4413,opens,opens
2254,opens,opens
2173,opens,opens
3845,opens,opens
4484,opens,opens
5617,opens,opens
6026,opens,opens
4378,opens,opens
6386,opens,opens
5035,opens,opens
6283,opens,opens
3881,opens,opens
4329,opens,opens
8661,opens,opens
2265,opens,opens
7008,opens,opens
4880,opens,opens
8747,opens,opens
6039,opens,opens
3171,opens,opens
8514,opens,opens
5385,opens,opens
1242,opens,opens
3285,opens,opens
6375,opens,opens
3966,opens,opens
4295,opens,fails
5439,opens,opens
1076,opens,opens
5180,opens,opens
6663,opens,fails
6975,opens,opens
3185,opens,opens
3863,opens,opens
6442,opens,opens
7518,opens,opens
6000,opens,opens
4816,opens,opens
1973,opens,opens
3030,opens,opens
3616,opens,opens
7327,opens,opens
1528,opens,opens
3700,opens,opens
2368,opens,opens
3825,opens,opens
5501,opens,opens
7241,opens,opens
3480,opens,opens
3104,opens,opens
6086,opens,opens
3533,opens,opens
4511,opens,opens
3928,opens,opens
6838,opens,opens
1085,opens,opens
6633,opens,opens
4541,opens,opens
4312,opens,opens
8909,opens,opens
4505,opens,opens
8897,opens,opens
1488,fails,fails
3470,opens,opens
8196,opens,opens
1470,opens,opens
6622,opens,opens
2651,opens,opens
2876,opens,opens
5140,opens,opens
1721,opens,opens
5526,opens,opens
1649,opens,opens
5469,opens,fails
4743,opens,opens
1895,opens,opens
8727,opens,opens
1850,opens,opens
7688,opens,opens
8416,opens,opens
3658,opens,opens
6414,opens,opens
8033,opens,opens
1708,opens,opens
8527,opens,opens
1798,opens,opens
3140,opens,opens
6472,opens,opens
8315,opens,opens
5590,opens,opens
6532,opens,opens
6219,opens,opens
7476,opens,opens
8149,opens,opens
4030,opens,opens
7086,opens,opens
8195,opens,opens
6635,opens,opens
4581,opens,opens
3920,opens,opens
2716,opens,opens
2033,opens,opens
7412,opens,opens
5581,opens,opens
4181,opens,opens
4447,opens,opens
1762,opens,opens
4592,opens,opens
7590,opens,opens
1323,opens,opens
1661,opens,opens
3516,opens,opens
3801,fails,fails
8899,opens,opens
3161,opens,opens
6503,opens,fails
2696,opens,opens
1237,opens,opens
6983,opens,opens
2796,opens,opens
3003,opens,opens
4242,opens,opens
2263,opens,opens
6851,opens,opens
6293,opens,opens
7267,opens,opens
2601,opens,opens
2050,opens,fails
4580,opens,opens
3466,opens,opens
1611,opens,opens
5252,opens,opens
2364,opens,opens
5547,opens,opens
4196,opens,opens
5492,opens,opens
5574,opens,opens
6036,opens,opens
1638,opens,opens
8048,opens,opens
3947,opens,opens
6960,opens,opens
2666,opens,opens
4254,opens,opens
4701,opens,opens
3552,opens,opens
8596,opens,opens
8012,opens,opens
2238,opens,opens
5724,opens,opens
4434,opens,opens
1851,opens,opens
5605,opens,opens
5929,opens,opens
3761,opens,opens
8127,opens,opens
5051,opens,opens
4507,opens,fails
3334,opens,opens
4630,opens,opens
3968,opens,opens
3247,opens,opens
4790,opens,opens
2226,opens,opens
8016,opens,opens
3197,opens,opens
4941,opens,opens
6510,opens,opens
1048,opens,opens
2902,opens,opens
5736,opens,opens
2702,opens,opens
7828,opens,opens
5918,opens,opens
5744,opens,opens
7711,opens,opens
6610,opens,opens
4570,opens,opens
8913,opens,opens
5933,opens,opens
5116,opens,opens
3918,opens,opens
3060,opens,opens
1229,opens,opens
1385,opens,opens
3983,opens,opens
3155,opens,opens
8904,opens,fails
3205,opens,opens
8242,opens,opens
1024,opens,opens
6550,opens,opens
5516,opens,opens
2968,opens,opens
4731,opens,opens
6381,opens,opens
8309,opens,opens
5926,opens,opens
1038,opens,opens
1652,opens,opens
3352,opens,opens
3028,opens,opens
3568,opens,opens
6216,opens,opens
5894,opens,opens
1400,opens,opens
2553,opens,opens
3740,opens,opens
3208,opens,opens
6047,opens,opens
6614,opens,opens
7346,opens,opens
5910,opens,opens
6450,opens,opens
1108,opens,opens
4728,opens,opens
5687,opens,opens
5761,opens,opens
2056,opens,opens
7969,opens,opens
4589,opens,opens
6206,opens,opens
7354,opens,opens
3457,opens,opens
3307,opens,opens
2616,opens,opens
5010,opens,opens
1482,opens,opens
4693,opens,opens
7795,opens,opens
1316,opens,opens
4573,opens,opens
5989,opens,opens
7552,opens,opens
5786,opens,opens
8329,opens,opens
1135,opens,opens
8721,opens,opens
4280,opens,opens
4885,opens,opens
2784,opens,opens
3025,opens,opens
4010,opens,opens
5204,opens,opens
8485,opens,opens
8857,opens,opens
1501,opens,opens
3499,opens,opens
3779,opens,opens
2588,opens,opens
8945,opens,opens
5334,opens,opens
8032,opens,opens
8808,opens,opens
8869,opens,opens
2592,opens,opens
8244,opens,opens
1263,opens,opens
5963,opens,opens
1692,opens,opens
3786,opens,opens
3567,opens,opens
5608,opens,opens
7765,opens,opens
2233,opens,opens
3527,opens,opens
7745,opens,opens
5579,opens,opens
3166,opens,opens
6083,opens,opens
4643,opens,opens
1426,opens,opens
7319,opens,opens
6778,opens,opens
8847,opens,opens
4163,opens,opens
1262,opens,opens
2422,opens,opens
1996,opens,opens
8184,opens,opens
8818,opens,opens
8249,opens,opens
8098,opens,opens
5063,opens,opens
6511,opens,opens
1788,opens,opens
4206,opens,opens
6756,opens,opens
8056,opens,opens
6577,opens,opens
3652,opens,opens
1860,opens,opens
7609,opens,opens
5748,opens,opens
8067,opens,opens
1269,opens,opens
3932,opens,fails
2383,opens,opens
8967,opens,opens
4671,opens,opens
8560,opens,opens
2497,opens,opens
3056,opens,opens
5416,opens,opens
6168,opens,opens
7276,opens,opens
2249,opens,opens
7775,opens,opens
7846,opens,opens
5691,opens,opens
5523,opens,opens
1985,opens,opens
5690,opens,opens
6977,opens,opens
1752,opens,opens
1120,opens,opens
5374,opens,opens
5511,opens,opens
7674,opens,fails
5569,opens,opens
6917,opens,opens
7187,opens,opens
8775,opens,opens
7193,opens,opens
4704,opens,opens
7094,opens,opens
6048,opens,opens
8600,opens,opens
4774,opens,fails
1644,opens,opens
8125,fails,fails
5881,opens,opens
6254,opens,opens
5899,opens,opens
5047,opens,opens
3033,opens,opens
6158,opens,opens
3587,opens,opens
7995,opens,opens
5279,opens,opens
8148,opens,opens
6655,opens,opens
2538,opens,opens
3426,opens,opens
3869,opens,opens
7972,opens,opens
7256,opens,opens
8706,opens,opens
1389,opens,opens
7325,opens,opens
3551,opens,opens
8226,opens,opens
1324,opens,opens
2630,opens,opens
6702,opens,opens
6869,opens,opens
8508,opens,opens
1099,opens,opens
5084,opens,opens
2042,opens,fails
3012,opens,opens
1665,opens,opens
5034,opens,opens
6434,opens,opens
3333,opens,opens
3234,opens,opens
7955,opens,opens
2164,opens,opens
3407,opens,opens
5241,opens,opens
2831,opens,opens
8371,opens,opens
1664,opens,opens
5688,opens,opens
8601,opens,opens
3864,opens,opens
1075,opens,opens
4497,opens,opens
4425,opens,opens
7799,opens,opens
7882,opens,opens
5967,opens,opens
1713,opens,opens
6787,opens,opens
3573,opens,opens
3078,opens,opens
1187,opens,opens
8882,opens,opens
2546,opens,opens
6488,opens,opens
3410,opens,opens
3828,opens,opens
1295,opens,opens
7461,opens,opens
1570,opens,fails
5621,opens,opens
6889,opens,opens
7608,opens,opens
6069,opens,opens
5418,opens,opens
6276,opens,opens
1212,opens,opens
7108,opens,opens
7724,opens,opens
8835,opens,opens
5159,opens,opens
6253,opens,opens
1604,opens,opens
8510,opens,opens
8053,opens,opens
2289,opens,opens
4522,opens,opens
6368,opens,opens
1388,opens,opens
2106,opens,opens
3100,opens,opens
7736,opens,opens
4804,opens,opens
3744,opens,opens
4078,opens,opens
2477,opens,opens
3732,opens,opens
1591,opens,opens
2799,opens,opens
5738,opens,opens
4441,opens,opens
5375,opens,opens
3946,opens,opens
8442,opens,opens
3668,opens,opens
8446,opens,opens
1479,opens,opens
5580,opens,opens
8937,opens,opens
7085,opens,opens
7769,opens,opens
2391,opens,opens
5226,opens,opens
8810,opens,opens
3682,opens,opens
1169,opens,opens
2931,opens,fails
6584,opens,opens
7673,opens,opens
1520,opens,opens
4698,opens,opens
1521,opens,opens
4257,opens,opens
4566,opens,opens
5940,opens,opens
7321,opens,opens
1999,opens,opens
6981,opens,opens
6265,opens,opens
3163,opens,opens
6243,opens,opens
7947,opens,opens
4628,opens,opens
5285,opens,opens
1824,opens,opens
4219,opens,opens
1260,opens,opens
1801,opens,opens
3471,opens,opens
2348,opens,opens
6028,opens,fails
1429,opens,opens
7563,opens,opens
2547,opens,opens
6884,opens,opens
6959,opens,opens
7421,opens,opens
6855,opens,opens
7723,opens,opens
2739,opens,opens
8669,opens,opens
5750,opens,opens
5683,opens,opens
4094,opens,opens
5912,opens,opens
4296,opens,opens
4826,opens,opens
4472,opens,opens
2634,opens,opens
3609,opens,opens
4298,opens,opens
6294,opens,opens
2980,opens,opens
5655,opens,fails
8130,opens,opens
8906,opens,opens
6961,opens,opens
8269,opens,opens
2861,opens,opens
4517,opens,opens
5451,opens,opens
1267,opens,opens
3507,opens,opens
8779,opens,fails
8109,opens,opens
4002,opens,opens
8726,opens,opens
2276,opens,opens
8838,opens,opens
4433,opens,opens
7655,opens,opens
2171,opens,opens
2098,opens,opens
5294,opens,opens
8634,opens,opens
4617,opens,opens
8774,opens,opens
1358,opens,opens
5550,opens,opens
5091,opens,opens
7858,opens,opens
7017,opens,opens
7654,opens,opens
1496,opens,opens
3877,opens,opens
1633,opens,opens
7401,opens,opens
7988,opens,opens
3194,opens,opens
5440,opens,opens
5813,opens,opens
4992,opens,opens
2126,opens,opens
4952,opens,opens
1070,opens,opens
5109,opens,opens
6974,opens,opens
4069,opens,opens
7670,opens,opens
5355,opens,opens
5986,opens,opens
7886,opens,opens
3170,opens,opens
8741,opens,opens
5488,opens,fails
7264,opens,opens
2805,opens,opens
6023,opens,opens
1146,opens,fails
3079,opens,opens
7223,opens,opens
8366,opens,opens
7451,opens,opens
1131,opens,opens
8187,opens,opens
4418,opens,opens
6653,opens,fails
7021,opens,opens
7334,opens,opens
7594,opens,opens
5106,opens,opens
5472,opens,opens
5586,opens,opens
2345,opens,opens
5994,opens,opens
5387,opens,opens
1006,opens,opens
3391,opens,opens
2082,opens,opens
5867,opens,opens
4837,opens,opens
1468,opens,opens
2286,opens,opens
5987,opens,opens
4202,opens,opens
7593,opens,opens
5455,opens,opens
5925,opens,fails
6247,opens,fails
8696,opens,opens
4293,opens,opens
7205,opens,opens
3806,opens,opens
5272,opens,opens
7414,opens,opens
5229,opens,opens
4794,opens,opens
6449,opens,opens
8682,opens,opens
3195,opens,opens
4753,opens,opens
8455,opens,opens
3175,opens,opens
2778,opens,opens
5774,opens,opens
8221,opens,opens
8101,opens,opens
1253,opens,opens
1616,opens,opens
1163,opens,opens
2783,opens,opens
3963,opens,opens
8781,opens,opens
8135,opens,opens
4320,opens,opens
7444,opens,opens
1375,opens,fails
5330,opens,opens
4825,opens,opens
6995,opens,opens
6824,opens,opens
5453,opens,opens
6640,opens,opens
8683,opens,opens
5538,opens,opens
2508,opens,opens
6600,opens,opens
1596,opens,opens
8952,opens,opens
5146,opens,opens
1518,opens,opens
2519,opens,opens
4795,opens,opens
2699,opens,opens
5415,opens,opens
7314,opens,opens
3902,opens,fails
3366,opens,opens
6802,opens,opens
2824,opens,opens
7497,opens,opens
1672,opens,opens
8699,opens,opens
7333,opens,opens
7300,opens,fails
4938,opens,opens
2862,opens,opens
5541,opens,opens
1685,opens,opens
5227,opens,opens
1754,opens,opens
5635,opens,opens
5923,opens,opens
8941,opens,opens
5136,opens,opens
7928,opens,opens
6494,opens,opens
4128,opens,opens
2113,opens,opens
1651,opens,opens
1847,opens,opens
3581,opens,opens
2675,opens,opens
2730,opens,opens
5260,opens,opens
2659,opens,opens
8065,opens,opens
2615,opens,opens
2899,opens,opens
7718,opens,opens
4493,opens,opens
3870,opens,opens
1113,opens,opens
3387,opens,opens
4751,opens,opens
3985,opens,opens
3737,opens,opens
2912,opens,opens
5195,opens,opens
5373,opens,opens
5508,opens,opens
5246,opens,opens
3344,opens,opens
6541,opens,opens
1461,opens,opens
8612,opens,opens
6736,opens,opens
7811,opens,fails
5549,opens,opens
4239,opens,opens
7696,opens,opens
1219,opens,opens
3210,opens,opens
5422,opens,opens
4346,opens,opens
3656,opens,opens
6946,opens,opens
1230,opens,opens
8014,opens,opens
6552,opens,opens
1319,opens,opens
3705,opens,opens
1543,opens,opens
5243,opens,opens
6190,opens,opens
2307,opens,opens
6920,opens,opens
3346,opens,opens
8880,opens,opens
8188,opens,opens
2614,opens,fails
4098,opens,opens
6509,opens,opens
2313,opens,opens
4895,opens,opens
7880,opens,opens
2967,opens,opens
6260,opens,opens
4462,opens,opens
4160,opens,opens
4092,opens,opens
2051,opens,opens
1272,opens,opens
6724,opens,opens
4591,opens,opens
3085,opens,opens
5855,opens,opens
8299,opens,opens
7999,opens,opens
3575,opens,opens
8312,opens,opens
1066,opens,opens
2565,opens,opens
7352,opens,opens
5645,opens,opens
7045,opens,opens
2438,opens,opens
4310,opens,opens
5563,opens,opens
3397,opens,opens
7289,opens,opens
7934,opens,opens
5274,opens,fails
8449,opens,opens
1538,opens,fails
6863,opens,opens
7595,opens,opens
3543,opens,opens
2136,opens,opens
7096,opens,opens
4463,opens,opens
2518,opens,opens
5670,opens,opens
3938,opens,opens
7794,opens,opens
6751,opens,opens
7130,opens,opens
2904,opens,opens
4172,opens,opens
7175,opens,opens
8064,opens,opens
5206,opens,opens
5049,opens,opens
8724,opens,opens
5441,opens,opens
3537,opens,opens
1089,opens,opens
5114,opens,opens
8707,opens,opens
7743,opens,opens
5168,opens,opens
1018,opens,opens
4556,opens,opens
6692,opens,opens
3169,opens,opens
5602,opens,opens
6416,opens,opens
3174,opens,opens
3570,opens,opens
5843,opens,opens
5156,opens,opens
1625,opens,opens
2873,opens,opens
5505,opens,opens
8827,opens,opens
5409,opens,opens
4290,opens,opens
3635,opens,opens
5931,opens,opens
7580,opens,opens
4597,opens,opens
8303,opens,opens
3048,opens,opens
7232,opens,opens
5785,opens,opens
7323,opens,opens
2361,opens,opens
2889,opens,opens
1587,opens,opens
6516,opens,opens
1257,opens,opens
6395,fails,fails
7667,opens,opens
5064,opens,opens
3728,opens,opens
2402,opens,fails
3393,opens,opens
6755,opens,opens
1376,opens,opens
5592,opens,opens
5879,opens,opens
7808,opens,opens
1287,opens,opens
5137,opens,opens
7056,opens,opens
3071,opens,opens
5457,opens,opens
4598,opens,opens
4540,opens,opens
5952,opens,opens
8606,opens,opens
1371,opens,opens
4622,opens,opens
6672,opens,opens
7706,opens,opens
1492,opens,opens
2656,opens,opens
1148,opens,opens
7467,opens,opens
1028,opens,opens
3304,opens,opens
6599,opens,opens
7942,opens,opens
5601,opens,opens
4936,opens,opens
4599,opens,opens
3381,opens,opens
6927,opens,opens
1564,opens,opens
5305,opens,opens
5698,opens,opens
8256,opens,opens
6483,opens,opens
8217,opens,opens
5124,opens,opens
8912,opens,opens
1490,opens,opens
4967,opens,opens
8139,opens,opens
3602,opens,opens
8415,opens,opens
7088,opens,opens
5800,opens,opens
3159,opens,opens
5143,opens,opens
3040,opens,opens
7075,opens,opens
2093,opens,opens
5634,opens,opens
6703,opens,opens
7337,opens,opens
7068,opens,opens
3080,opens,opens
6548,opens,opens
8453,opens,opens
8502,opens,opens
1606,opens,opens
3688,opens,opens
6495,opens,opens
2290,opens,opens
1813,opens,opens
7441,opens,opens
6803,opens,opens
2300,opens,opens
3099,opens,opens
7757,opens,opens
5041,opens,opens
2599,opens,opens
6650,opens,opens
5302,opens,opens
5559,opens,opens
2906,opens,opens
7379,opens,opens
7058,opens,opens
4189,opens,opens
5169,opens,opens
6407,opens,opens
7978,opens,opens
2441,opens,opens
4241,opens,opens
8314,opens,opens
6109,opens,opens
8318,fails,fails
5741,opens,opens
3451,opens,opens
3007,opens,opens
1954,opens,opens
1486,opens,opens
1184,opens,opens
4104,opens,fails
4060,opens,opens
2649,opens,opens
4627,opens,opens
3648,opens,opens
8735,opens,opens
4793,opens,fails
3636,opens,opens
2269,opens,opens
7051,opens,opens
2432,opens,opens
8961,opens,opens
4284,opens,fails
6367,opens,opens
3408,opens,opens
6399,opens,opens
5346,opens,opens
3572,opens,opens
1590,opens,opens
3508,opens,opens
5417,opens,opens
6186,opens,opens
1425,opens,opens
3903,opens,opens
2692,opens,opens
7576,opens,opens
6549,opens,opens
1878,opens,opens
2713,opens,opens
5639,opens,opens
5065,opens,opens
2029,opens,opens
2978,opens,opens
1220,opens,fails
4123,opens,opens
7296,opens,fails
4538,opens,opens
1200,opens,opens
5908,opens,opens
1415,opens,opens
7338,opens,opens
8803,opens,fails
4063,opens,opens
5467,opens,opens
4396,opens,opens
7781,opens,opens
3240,opens,opens
1083,opens,opens
7605,opens,opens
1508,opens,opens
1064,opens,opens
3254,opens,opens
4700,opens,opens
7171,opens,opens
4377,opens,opens
8506,opens,opens
7469,opens,opens
2241,opens,opens
5150,opens,opens
8784,opens,opens
8982,opens,opens
7115,opens,fails
6540,opens,opens
4898,opens,opens
7436,opens,opens
2870,opens,opens
7423,opens,fails
6866,opens,opens
1309,opens,fails
2743,opens,opens
7419,opens,fails
4785,opens,opens
7376,opens,opens
4457,opens,opens
8429,opens,opens
1530,opens,opens
5697,opens,opens
6696,opens,opens
5692,opens,opens
4966,opens,opens
3342,opens,opens
2848,opens,opens
6326,opens,opens
6898,opens,opens
3091,opens,opens
5583,opens,fails
4274,opens,opens
6937,opens,opens
4969,opens,opens
6533,opens,opens
7293,opens,opens
5721,opens,opens
7686,opens,opens
8029,opens,opens
4740,opens,opens
3880,opens,opens
5771,opens,opens
3832,opens,opens
8054,opens,opens
5211,opens,opens
3350,opens,opens
7351,opens,opens
7214,opens,opens
3309,opens,opens
8579,opens,opens
7560,opens,opens
8533,opens,opens
5695,opens,opens
4528,opens,opens
2149,opens,opens
5820,opens,opens
5817,opens,opens
6312,opens,opens
1308,opens,opens
2707,opens,opens
5901,opens,opens
2010,opens,opens
4227,opens,opens
2140,opens,opens
7488,opens,opens
5699,opens,opens
4886,opens,opens
5126,opens,opens
7216,opens,opens
6422,opens,opens
3576,opens,opens
1446,opens,opens
1031,opens,opens
8293,opens,opens
4530,opens,opens
6053,opens,opens
7588,opens,opens
7599,opens,opens
4186,opens,opens
8405,opens,opens
3038,opens,opens
3392,opens,opens
5244,opens,opens
5664,opens,opens
4036,opens,opens
5660,opens,opens
7442,opens,opens
5269,opens,fails
3351,opens,opens
4405,opens,opens
3361,opens,opens
8342,opens,opens
8907,opens,opens
2243,opens,opens
5685,opens,opens
6487,opens,opens
1510,opens,opens
5950,opens,opens
1880,opens,opens
3714,opens,opens
5924,opens,opens
6909,opens,opens
5598,opens,fails
1618,opens,opens
6315,opens,opens
8255,opens,opens
5715,opens,opens
7730,opens,opens
8902,opens,opens
1247,opens,opens
6242,opens,opens
6827,opens,opens
2261,opens,opens
6044,opens,opens
1627,opens,opens
2811,fails,fails
8132,opens,opens
3456,opens,opens
3492,opens,opens
1052,opens,opens
2485,opens,opens
2535,opens,opens
2057,opens,opens
6419,opens,opens
5798,opens,opens
6812,opens,fails
3103,opens,opens
2717,opens,opens
2418,opens,opens
7826,opens,opens
1294,opens,opens
6049,opens,fails
8121,opens,opens
4833,opens,opens
5897,opens,fails
6626,opens,opens
3468,fails,fails
5022,opens,opens
7665,opens,opens
5955,opens,opens
1766,opens,opens
4302,opens,opens
7522,opens,opens
3748,opens,opens
4448,opens,opens
5524,opens,opens
1756,opens,opens
4723,opens,opens
5411,opens,opens
7669,opens,opens
4095,opens,opens
1136,opens,opens
7434,opens,opens
2503,opens,opens
7125,opens,opens
6841,opens,opens
5059,opens,opens
2660,opens,opens
4082,opens,opens
5286,opens,opens
3842,opens,opens
7543,opens,opens
7519,opens,opens
2404,opens,opens
8289,opens,fails
5210,opens,opens
2562,opens,opens
5460,opens,opens
7266,opens,opens
8223,opens,opens
6667,opens,opens
5356,opens,opens
2021,opens,opens
2786,opens,opens
6075,opens,opens
8823,opens,opens
4229,opens,opens
4551,opens,opens
3865,opens,opens
6101,opens,opens
6387,opens,opens
2002,opens,opens
5982,opens,opens
1734,opens,opens
6654,opens,opens
4432,opens,opens
2551,opens,opens
2189,opens,opens
3518,opens,opens
5085,opens,opens
8719,opens,opens
8754,opens,opens
6418,opens,opens
1443,opens,opens
5102,opens,opens
2195,opens,opens
7228,opens,opens
6922,opens,opens
1234,opens,opens
8129,opens,opens
4004,opens,opens
5185,opens,opens
4090,opens,opens
1331,opens,opens
6617,opens,opens
6805,opens,opens
8363,opens,opens
6719,opens,opens
8671,opens,opens
1935,opens,opens
4051,opens,opens
5479,opens,opens
3526,opens,opens
6627,opens,opens
7503,opens,opens
1166,opens,opens
7572,opens,opens
1259,opens,opens
6322,opens,opens
3184,opens,opens
5054,opens,opens
4208,opens,opens
1395,opens,opens
